Issue_ID,Summary,Description,Status,Priority,Assignee,Reporter,Created_Date,Due_Date
ISSUE-1109,Task summary 1109,Detailed description of task 1109,Done,Low,user_45,user_18,2023-02-16 04:00:00,2023-03-19 04:00:00
ISSUE-1110,Task summary 1110,Detailed description of task 1110,To Do,Low,user_6,user_18,2023-02-16 05:00:00,2023-03-19 05:00:00
ISSUE-1111,Task summary 1111,Detailed description of task 1111,In Progress,Medium,user_7,user_29,2023-02-16 06:00:00,2023-03-19 06:00:00
ISSUE-1112,Task summary 1112,Detailed description of task 1112,Done,Low,user_36,user_30,2023-02-16 07:00:00,2023-03-19 07:00:00
ISSUE-1113,Task summary 1113,Detailed description of task 1113,Done,High,user_50,user_11,2023-02-16 08:00:00,2023-03-19 08:00:00
ISSUE-1114,Task summary 1114,Detailed description of task 1114,To Do,Low,user_1,user_33,2023-02-16 09:00:00,2023-03-19 09:00:00
ISSUE-1115,Task summary 1115,Detailed description of task 1115,To Do,Critical,user_44,user_41,2023-02-16 10:00:00,2023-03-19 10:00:00
ISSUE-1116,Task summary 1116,Detailed description of task 1116,To Do,High,user_46,user_5,2023-02-16 11:00:00,2023-03-19 11:00:00
ISSUE-1117,Task summary 1117,Detailed description of task 1117,Done,Medium,user_36,user_5,2023-02-16 12:00:00,2023-03-19 12:00:00
ISSUE-1118,Task summary 1118,Detailed description of task 1118,To Do,Critical,user_46,user_43,2023-02-16 13:00:00,2023-03-19 13:00:00
ISSUE-1119,Task summary 1119,Detailed description of task 1119,In Progress,High,user_50,user_24,2023-02-16 14:00:00,2023-03-19 14:00:00
ISSUE-1120,Task summary 1120,Detailed description of task 1120,Done,Medium,user_29,user_5,2023-02-16 15:00:00,2023-03-19 15:00:00
ISSUE-1121,Task summary 1121,Detailed description of task 1121,Done,Medium,user_33,user_44,2023-02-16 16:00:00,2023-03-19 16:00:00
ISSUE-1122,Task summary 1122,Detailed description of task 1122,To Do,High,user_18,user_33,2023-02-16 17:00:00,2023-03-19 17:00:00
ISSUE-1123,Task summary 1123,Detailed description of task 1123,Done,Low,user_40,user_28,2023-02-16 18:00:00,2023-03-19 18:00:00
ISSUE-1124,Task summary 1124,Detailed description of task 1124,To Do,Medium,user_19,user_2,2023-02-16 19:00:00,2023-03-19 19:00:00
ISSUE-1125,Task summary 1125,Detailed description of task 1125,To Do,Medium,user_14,user_19,2023-02-16 20:00:00,2023-03-19 20:00:00
ISSUE-1126,Task summary 1126,Detailed description of task 1126,In Progress,Low,user_11,user_46,2023-02-16 21:00:00,2023-03-19 21:00:00
ISSUE-1127,Task summary 1127,Detailed description of task 1127,Done,Medium,user_23,user_20,2023-02-16 22:00:00,2023-03-19 22:00:00
ISSUE-1128,Task summary 1128,Detailed description of task 1128,Done,High,user_12,user_26,2023-02-16 23:00:00,2023-03-19 23:00:00
ISSUE-1129,Task summary 1129,Detailed description of task 1129,To Do,High,user_1,user_13,2023-02-17 00:00:00,2023-03-20 00:00:00
ISSUE-1130,Task summary 1130,Detailed description of task 1130,In Progress,Low,user_1,user_3,2023-02-17 01:00:00,2023-03-20 01:00:00
ISSUE-1131,Task summary 1131,Detailed description of task 1131,To Do,Critical,user_38,user_27,2023-02-17 02:00:00,2023-03-20 02:00:00
ISSUE-1132,Task summary 1132,Detailed description of task 1132,In Progress,Critical,user_17,user_4,2023-02-17 03:00:00,2023-03-20 03:00:00
ISSUE-1133,Task summary 1133,Detailed description of task 1133,Done,Critical,user_26,user_48,2023-02-17 04:00:00,2023-03-20 04:00:00
ISSUE-1134,Task summary 1134,Detailed description of task 1134,In Progress,High,user_41,user_3,2023-02-17 05:00:00,2023-03-20 05:00:00
ISSUE-1135,Task summary 1135,Detailed description of task 1135,Done,Medium,user_15,user_45,2023-02-17 06:00:00,2023-03-20 06:00:00
ISSUE-1136,Task summary 1136,Detailed description of task 1136,In Progress,High,user_5,user_13,2023-02-17 07:00:00,2023-03-20 07:00:00
ISSUE-1137,Task summary 1137,Detailed description of task 1137,Done,High,user_50,user_24,2023-02-17 08:00:00,2023-03-20 08:00:00
ISSUE-1138,Task summary 1138,Detailed description of task 1138,To Do,Critical,user_9,user_26,2023-02-17 09:00:00,2023-03-20 09:00:00
ISSUE-1139,Task summary 1139,Detailed description of task 1139,In Progress,Critical,user_11,user_17,2023-02-17 10:00:00,2023-03-20 10:00:00
ISSUE-1140,Task summary 1140,Detailed description of task 1140,Done,Critical,user_43,user_45,2023-02-17 11:00:00,2023-03-20 11:00:00
ISSUE-1141,Task summary 1141,Detailed description of task 1141,Done,Medium,user_21,user_31,2023-02-17 12:00:00,2023-03-20 12:00:00
ISSUE-1142,Task summary 1142,Detailed description of task 1142,In Progress,High,user_32,user_1,2023-02-17 13:00:00,2023-03-20 13:00:00
ISSUE-1143,Task summary 1143,Detailed description of task 1143,In Progress,Medium,user_27,user_34,2023-02-17 14:00:00,2023-03-20 14:00:00
ISSUE-1144,Task summary 1144,Detailed description of task 1144,In Progress,Critical,user_48,user_46,2023-02-17 15:00:00,2023-03-20 15:00:00
ISSUE-1145,Task summary 1145,Detailed description of task 1145,Done,Critical,user_40,user_10,2023-02-17 16:00:00,2023-03-20 16:00:00
ISSUE-1146,Task summary 1146,Detailed description of task 1146,In Progress,Medium,user_13,user_11,2023-02-17 17:00:00,2023-03-20 17:00:00
ISSUE-1147,Task summary 1147,Detailed description of task 1147,In Progress,Medium,user_27,user_21,2023-02-17 18:00:00,2023-03-20 18:00:00
ISSUE-1148,Task summary 1148,Detailed description of task 1148,To Do,High,user_34,user_45,2023-02-17 19:00:00,2023-03-20 19:00:00
ISSUE-1149,Task summary 1149,Detailed description of task 1149,To Do,High,user_48,user_29,2023-02-17 20:00:00,2023-03-20 20:00:00
ISSUE-1150,Task summary 1150,Detailed description of task 1150,To Do,Low,user_7,user_37,2023-02-17 21:00:00,2023-03-20 21:00:00
ISSUE-1151,Task summary 1151,Detailed description of task 1151,To Do,Medium,user_29,user_7,2023-02-17 22:00:00,2023-03-20 22:00:00
ISSUE-1152,Task summary 1152,Detailed description of task 1152,To Do,Low,user_25,user_27,2023-02-17 23:00:00,2023-03-20 23:00:00
ISSUE-1153,Task summary 1153,Detailed description of task 1153,In Progress,High,user_6,user_16,2023-02-18 00:00:00,2023-03-21 00:00:00
ISSUE-1154,Task summary 1154,Detailed description of task 1154,Done,Critical,user_21,user_20,2023-02-18 01:00:00,2023-03-21 01:00:00
ISSUE-1155,Task summary 1155,Detailed description of task 1155,Done,High,user_2,user_3,2023-02-18 02:00:00,2023-03-21 02:00:00
ISSUE-1156,Task summary 1156,Detailed description of task 1156,Done,High,user_2,user_25,2023-02-18 03:00:00,2023-03-21 03:00:00
ISSUE-1157,Task summary 1157,Detailed description of task 1157,In Progress,High,user_32,user_7,2023-02-18 04:00:00,2023-03-21 04:00:00
ISSUE-1158,Task summary 1158,Detailed description of task 1158,In Progress,Critical,user_5,user_41,2023-02-18 05:00:00,2023-03-21 05:00:00
ISSUE-1159,Task summary 1159,Detailed description of task 1159,To Do,High,user_42,user_26,2023-02-18 06:00:00,2023-03-21 06:00:00
ISSUE-1160,Task summary 1160,Detailed description of task 1160,To Do,Medium,user_45,user_48,2023-02-18 07:00:00,2023-03-21 07:00:00
ISSUE-1161,Task summary 1161,Detailed description of task 1161,In Progress,High,user_11,user_23,2023-02-18 08:00:00,2023-03-21 08:00:00
ISSUE-1162,Task summary 1162,Detailed description of task 1162,To Do,Medium,user_31,user_30,2023-02-18 09:00:00,2023-03-21 09:00:00
ISSUE-1163,Task summary 1163,Detailed description of task 1163,In Progress,Critical,user_9,user_12,2023-02-18 10:00:00,2023-03-21 10:00:00
ISSUE-1164,Task summary 1164,Detailed description of task 1164,To Do,Medium,user_44,user_37,2023-02-18 11:00:00,2023-03-21 11:00:00
ISSUE-1165,Task summary 1165,Detailed description of task 1165,To Do,Critical,user_32,user_21,2023-02-18 12:00:00,2023-03-21 12:00:00
ISSUE-1166,Task summary 1166,Detailed description of task 1166,To Do,High,user_4,user_10,2023-02-18 13:00:00,2023-03-21 13:00:00
ISSUE-1167,Task summary 1167,Detailed description of task 1167,To Do,Critical,user_19,user_16,2023-02-18 14:00:00,2023-03-21 14:00:00
ISSUE-1168,Task summary 1168,Detailed description of task 1168,To Do,High,user_25,user_7,2023-02-18 15:00:00,2023-03-21 15:00:00
ISSUE-1169,Task summary 1169,Detailed description of task 1169,In Progress,Low,user_4,user_33,2023-02-18 16:00:00,2023-03-21 16:00:00
ISSUE-1170,Task summary 1170,Detailed description of task 1170,To Do,Critical,user_47,user_50,2023-02-18 17:00:00,2023-03-21 17:00:00
ISSUE-1171,Task summary 1171,Detailed description of task 1171,Done,Medium,user_4,user_24,2023-02-18 18:00:00,2023-03-21 18:00:00
ISSUE-1172,Task summary 1172,Detailed description of task 1172,In Progress,High,user_5,user_48,2023-02-18 19:00:00,2023-03-21 19:00:00
ISSUE-1173,Task summary 1173,Detailed description of task 1173,Done,Low,user_37,user_28,2023-02-18 20:00:00,2023-03-21 20:00:00
ISSUE-1174,Task summary 1174,Detailed description of task 1174,To Do,Low,user_34,user_21,2023-02-18 21:00:00,2023-03-21 21:00:00
ISSUE-1175,Task summary 1175,Detailed description of task 1175,In Progress,High,user_42,user_20,2023-02-18 22:00:00,2023-03-21 22:00:00
ISSUE-1176,Task summary 1176,Detailed description of task 1176,In Progress,Low,user_15,user_43,2023-02-18 23:00:00,2023-03-21 23:00:00
ISSUE-1177,Task summary 1177,Detailed description of task 1177,In Progress,Medium,user_42,user_29,2023-02-19 00:00:00,2023-03-22 00:00:00
ISSUE-1178,Task summary 1178,Detailed description of task 1178,To Do,Medium,user_32,user_25,2023-02-19 01:00:00,2023-03-22 01:00:00
ISSUE-1179,Task summary 1179,Detailed description of task 1179,To Do,Low,user_25,user_49,2023-02-19 02:00:00,2023-03-22 02:00:00
ISSUE-1180,Task summary 1180,Detailed description of task 1180,Done,Critical,user_44,user_27,2023-02-19 03:00:00,2023-03-22 03:00:00
ISSUE-1181,Task summary 1181,Detailed description of task 1181,Done,High,user_11,user_25,2023-02-19 04:00:00,2023-03-22 04:00:00
ISSUE-1182,Task summary 1182,Detailed description of task 1182,Done,Low,user_44,user_14,2023-02-19 05:00:00,2023-03-22 05:00:00
ISSUE-1183,Task summary 1183,Detailed description of task 1183,To Do,Critical,user_10,user_9,2023-02-19 06:00:00,2023-03-22 06:00:00
ISSUE-1184,Task summary 1184,Detailed description of task 1184,Done,High,user_20,user_39,2023-02-19 07:00:00,2023-03-22 07:00:00
ISSUE-1185,Task summary 1185,Detailed description of task 1185,In Progress,Critical,user_35,user_13,2023-02-19 08:00:00,2023-03-22 08:00:00
ISSUE-1186,Task summary 1186,Detailed description of task 1186,In Progress,High,user_10,user_5,2023-02-19 09:00:00,2023-03-22 09:00:00
ISSUE-1187,Task summary 1187,Detailed description of task 1187,Done,High,user_23,user_3,2023-02-19 10:00:00,2023-03-22 10:00:00
ISSUE-1188,Task summary 1188,Detailed description of task 1188,In Progress,High,user_5,user_28,2023-02-19 11:00:00,2023-03-22 11:00:00
ISSUE-1189,Task summary 1189,Detailed description of task 1189,In Progress,Medium,user_1,user_43,2023-02-19 12:00:00,2023-03-22 12:00:00
ISSUE-1190,Task summary 1190,Detailed description of task 1190,Done,Low,user_6,user_23,2023-02-19 13:00:00,2023-03-22 13:00:00
ISSUE-1191,Task summary 1191,Detailed description of task 1191,In Progress,Medium,user_15,user_24,2023-02-19 14:00:00,2023-03-22 14:00:00
ISSUE-1192,Task summary 1192,Detailed description of task 1192,To Do,Medium,user_22,user_18,2023-02-19 15:00:00,2023-03-22 15:00:00
ISSUE-1193,Task summary 1193,Detailed description of task 1193,Done,Medium,user_12,user_48,2023-02-19 16:00:00,2023-03-22 16:00:00
ISSUE-1194,Task summary 1194,Detailed description of task 1194,In Progress,Low,user_33,user_33,2023-02-19 17:00:00,2023-03-22 17:00:00
ISSUE-1195,Task summary 1195,Detailed description of task 1195,Done,Critical,user_45,user_35,2023-02-19 18:00:00,2023-03-22 18:00:00
ISSUE-1196,Task summary 1196,Detailed description of task 1196,Done,Medium,user_5,user_42,2023-02-19 19:00:00,2023-03-22 19:00:00
ISSUE-1197,Task summary 1197,Detailed description of task 1197,In Progress,Medium,user_28,user_31,2023-02-19 20:00:00,2023-03-22 20:00:00
ISSUE-1198,Task summary 1198,Detailed description of task 1198,In Progress,High,user_24,user_24,2023-02-19 21:00:00,2023-03-22 21:00:00
ISSUE-1199,Task summary 1199,Detailed description of task 1199,To Do,Medium,user_19,user_16,2023-02-19 22:00:00,2023-03-22 22:00:00
ISSUE-1200,Task summary 1200,Detailed description of task 1200,To Do,Medium,user_49,user_29,2023-02-19 23:00:00,2023-03-22 23:00:00
ISSUE-1201,Task summary 1201,Detailed description of task 1201,In Progress,Critical,user_9,user_22,2023-02-20 00:00:00,2023-03-23 00:00:00
ISSUE-1202,Task summary 1202,Detailed description of task 1202,To Do,Medium,user_36,user_13,2023-02-20 01:00:00,2023-03-23 01:00:00
ISSUE-1203,Task summary 1203,Detailed description of task 1203,Done,High,user_23,user_13,2023-02-20 02:00:00,2023-03-23 02:00:00
ISSUE-1204,Task summary 1204,Detailed description of task 1204,In Progress,Low,user_18,user_6,2023-02-20 03:00:00,2023-03-23 03:00:00
ISSUE-1205,Task summary 1205,Detailed description of task 1205,Done,High,user_10,user_47,2023-02-20 04:00:00,2023-03-23 04:00:00
ISSUE-1206,Task summary 1206,Detailed description of task 1206,In Progress,High,user_1,user_50,2023-02-20 05:00:00,2023-03-23 05:00:00
ISSUE-1207,Task summary 1207,Detailed description of task 1207,In Progress,Low,user_9,user_5,2023-02-20 06:00:00,2023-03-23 06:00:00
ISSUE-1208,Task summary 1208,Detailed description of task 1208,To Do,Critical,user_27,user_8,2023-02-20 07:00:00,2023-03-23 07:00:00
ISSUE-1209,Task summary 1209,Detailed description of task 1209,In Progress,Critical,user_8,user_46,2023-02-20 08:00:00,2023-03-23 08:00:00
ISSUE-1210,Task summary 1210,Detailed description of task 1210,Done,Low,user_12,user_21,2023-02-20 09:00:00,2023-03-23 09:00:00
ISSUE-1211,Task summary 1211,Detailed description of task 1211,In Progress,Low,user_22,user_20,2023-02-20 10:00:00,2023-03-23 10:00:00
ISSUE-1212,Task summary 1212,Detailed description of task 1212,Done,Critical,user_19,user_44,2023-02-20 11:00:00,2023-03-23 11:00:00
ISSUE-1213,Task summary 1213,Detailed description of task 1213,To Do,Critical,user_27,user_31,2023-02-20 12:00:00,2023-03-23 12:00:00
ISSUE-1214,Task summary 1214,Detailed description of task 1214,In Progress,Low,user_37,user_35,2023-02-20 13:00:00,2023-03-23 13:00:00
ISSUE-1215,Task summary 1215,Detailed description of task 1215,To Do,Low,user_7,user_25,2023-02-20 14:00:00,2023-03-23 14:00:00
ISSUE-1216,Task summary 1216,Detailed description of task 1216,In Progress,Critical,user_8,user_27,2023-02-20 15:00:00,2023-03-23 15:00:00
ISSUE-1217,Task summary 1217,Detailed description of task 1217,Done,High,user_1,user_9,2023-02-20 16:00:00,2023-03-23 16:00:00
ISSUE-1218,Task summary 1218,Detailed description of task 1218,To Do,Medium,user_42,user_35,2023-02-20 17:00:00,2023-03-23 17:00:00
ISSUE-1219,Task summary 1219,Detailed description of task 1219,Done,High,user_11,user_22,2023-02-20 18:00:00,2023-03-23 18:00:00
ISSUE-1220,Task summary 1220,Detailed description of task 1220,Done,High,user_27,user_25,2023-02-20 19:00:00,2023-03-23 19:00:00
ISSUE-1221,Task summary 1221,Detailed description of task 1221,To Do,Medium,user_11,user_7,2023-02-20 20:00:00,2023-03-23 20:00:00
ISSUE-1222,Task summary 1222,Detailed description of task 1222,To Do,Critical,user_24,user_25,2023-02-20 21:00:00,2023-03-23 21:00:00
ISSUE-1223,Task summary 1223,Detailed description of task 1223,Done,Critical,user_18,user_36,2023-02-20 22:00:00,2023-03-23 22:00:00
ISSUE-1224,Task summary 1224,Detailed description of task 1224,To Do,Critical,user_30,user_13,2023-02-20 23:00:00,2023-03-23 23:00:00
ISSUE-1225,Task summary 1225,Detailed description of task 1225,Done,High,user_43,user_11,2023-02-21 00:00:00,2023-03-24 00:00:00
ISSUE-1226,Task summary 1226,Detailed description of task 1226,To Do,Low,user_4,user_43,2023-02-21 01:00:00,2023-03-24 01:00:00
ISSUE-1227,Task summary 1227,Detailed description of task 1227,In Progress,Critical,user_21,user_4,2023-02-21 02:00:00,2023-03-24 02:00:00
ISSUE-1228,Task summary 1228,Detailed description of task 1228,To Do,Low,user_12,user_28,2023-02-21 03:00:00,2023-03-24 03:00:00
ISSUE-1229,Task summary 1229,Detailed description of task 1229,To Do,Critical,user_21,user_18,2023-02-21 04:00:00,2023-03-24 04:00:00
ISSUE-1230,Task summary 1230,Detailed description of task 1230,To Do,Medium,user_13,user_48,2023-02-21 05:00:00,2023-03-24 05:00:00
ISSUE-1231,Task summary 1231,Detailed description of task 1231,To Do,Critical,user_45,user_2,2023-02-21 06:00:00,2023-03-24 06:00:00
ISSUE-1232,Task summary 1232,Detailed description of task 1232,In Progress,Critical,user_40,user_24,2023-02-21 07:00:00,2023-03-24 07:00:00
ISSUE-1233,Task summary 1233,Detailed description of task 1233,In Progress,Critical,user_48,user_24,2023-02-21 08:00:00,2023-03-24 08:00:00
ISSUE-1234,Task summary 1234,Detailed description of task 1234,Done,High,user_47,user_18,2023-02-21 09:00:00,2023-03-24 09:00:00
ISSUE-1235,Task summary 1235,Detailed description of task 1235,In Progress,Medium,user_46,user_14,2023-02-21 10:00:00,2023-03-24 10:00:00
ISSUE-1236,Task summary 1236,Detailed description of task 1236,To Do,Medium,user_46,user_28,2023-02-21 11:00:00,2023-03-24 11:00:00
ISSUE-1237,Task summary 1237,Detailed description of task 1237,To Do,Medium,user_4,user_41,2023-02-21 12:00:00,2023-03-24 12:00:00
ISSUE-1238,Task summary 1238,Detailed description of task 1238,In Progress,Low,user_1,user_5,2023-02-21 13:00:00,2023-03-24 13:00:00
ISSUE-1239,Task summary 1239,Detailed description of task 1239,In Progress,Critical,user_40,user_45,2023-02-21 14:00:00,2023-03-24 14:00:00
ISSUE-1240,Task summary 1240,Detailed description of task 1240,In Progress,Critical,user_47,user_24,2023-02-21 15:00:00,2023-03-24 15:00:00
ISSUE-1241,Task summary 1241,Detailed description of task 1241,Done,High,user_39,user_26,2023-02-21 16:00:00,2023-03-24 16:00:00
ISSUE-1242,Task summary 1242,Detailed description of task 1242,Done,Medium,user_35,user_38,2023-02-21 17:00:00,2023-03-24 17:00:00
ISSUE-1243,Task summary 1243,Detailed description of task 1243,In Progress,High,user_47,user_36,2023-02-21 18:00:00,2023-03-24 18:00:00
ISSUE-1244,Task summary 1244,Detailed description of task 1244,In Progress,Low,user_23,user_5,2023-02-21 19:00:00,2023-03-24 19:00:00
ISSUE-1245,Task summary 1245,Detailed description of task 1245,In Progress,High,user_8,user_2,2023-02-21 20:00:00,2023-03-24 20:00:00
ISSUE-1246,Task summary 1246,Detailed description of task 1246,In Progress,High,user_33,user_49,2023-02-21 21:00:00,2023-03-24 21:00:00
ISSUE-1247,Task summary 1247,Detailed description of task 1247,To Do,Critical,user_1,user_10,2023-02-21 22:00:00,2023-03-24 22:00:00
ISSUE-1248,Task summary 1248,Detailed description of task 1248,In Progress,High,user_36,user_36,2023-02-21 23:00:00,2023-03-24 23:00:00
ISSUE-1249,Task summary 1249,Detailed description of task 1249,In Progress,Critical,user_41,user_5,2023-02-22 00:00:00,2023-03-25 00:00:00
ISSUE-1250,Task summary 1250,Detailed description of task 1250,Done,Low,user_42,user_10,2023-02-22 01:00:00,2023-03-25 01:00:00
ISSUE-1251,Task summary 1251,Detailed description of task 1251,In Progress,Critical,user_28,user_36,2023-02-22 02:00:00,2023-03-25 02:00:00
ISSUE-1252,Task summary 1252,Detailed description of task 1252,In Progress,High,user_11,user_49,2023-02-22 03:00:00,2023-03-25 03:00:00
ISSUE-1253,Task summary 1253,Detailed description of task 1253,In Progress,High,user_39,user_14,2023-02-22 04:00:00,2023-03-25 04:00:00
ISSUE-1254,Task summary 1254,Detailed description of task 1254,To Do,High,user_16,user_11,2023-02-22 05:00:00,2023-03-25 05:00:00
ISSUE-1255,Task summary 1255,Detailed description of task 1255,To Do,Critical,user_41,user_2,2023-02-22 06:00:00,2023-03-25 06:00:00
ISSUE-1256,Task summary 1256,Detailed description of task 1256,In Progress,High,user_22,user_6,2023-02-22 07:00:00,2023-03-25 07:00:00
ISSUE-1257,Task summary 1257,Detailed description of task 1257,In Progress,Low,user_41,user_7,2023-02-22 08:00:00,2023-03-25 08:00:00
ISSUE-1258,Task summary 1258,Detailed description of task 1258,To Do,Critical,user_36,user_3,2023-02-22 09:00:00,2023-03-25 09:00:00
ISSUE-1259,Task summary 1259,Detailed description of task 1259,Done,Critical,user_2,user_35,2023-02-22 10:00:00,2023-03-25 10:00:00
ISSUE-1260,Task summary 1260,Detailed description of task 1260,Done,Medium,user_12,user_33,2023-02-22 11:00:00,2023-03-25 11:00:00
ISSUE-1261,Task summary 1261,Detailed description of task 1261,Done,Medium,user_10,user_32,2023-02-22 12:00:00,2023-03-25 12:00:00
ISSUE-1262,Task summary 1262,Detailed description of task 1262,To Do,High,user_9,user_23,2023-02-22 13:00:00,2023-03-25 13:00:00
ISSUE-1263,Task summary 1263,Detailed description of task 1263,In Progress,High,user_31,user_13,2023-02-22 14:00:00,2023-03-25 14:00:00
ISSUE-1264,Task summary 1264,Detailed description of task 1264,Done,Medium,user_49,user_40,2023-02-22 15:00:00,2023-03-25 15:00:00
ISSUE-1265,Task summary 1265,Detailed description of task 1265,Done,Low,user_28,user_41,2023-02-22 16:00:00,2023-03-25 16:00:00
ISSUE-1266,Task summary 1266,Detailed description of task 1266,To Do,High,user_31,user_4,2023-02-22 17:00:00,2023-03-25 17:00:00
ISSUE-1267,Task summary 1267,Detailed description of task 1267,To Do,Medium,user_34,user_41,2023-02-22 18:00:00,2023-03-25 18:00:00
ISSUE-1268,Task summary 1268,Detailed description of task 1268,To Do,High,user_24,user_21,2023-02-22 19:00:00,2023-03-25 19:00:00
ISSUE-1269,Task summary 1269,Detailed description of task 1269,Done,Low,user_39,user_15,2023-02-22 20:00:00,2023-03-25 20:00:00
ISSUE-1270,Task summary 1270,Detailed description of task 1270,Done,Medium,user_44,user_5,2023-02-22 21:00:00,2023-03-25 21:00:00
ISSUE-1271,Task summary 1271,Detailed description of task 1271,In Progress,Low,user_47,user_13,2023-02-22 22:00:00,2023-03-25 22:00:00
ISSUE-1272,Task summary 1272,Detailed description of task 1272,Done,Medium,user_48,user_18,2023-02-22 23:00:00,2023-03-25 23:00:00
ISSUE-1273,Task summary 1273,Detailed description of task 1273,Done,Critical,user_16,user_46,2023-02-23 00:00:00,2023-03-26 00:00:00
ISSUE-1274,Task summary 1274,Detailed description of task 1274,In Progress,Medium,user_23,user_14,2023-02-23 01:00:00,2023-03-26 01:00:00
ISSUE-1275,Task summary 1275,Detailed description of task 1275,In Progress,Low,user_9,user_2,2023-02-23 02:00:00,2023-03-26 02:00:00
ISSUE-1276,Task summary 1276,Detailed description of task 1276,To Do,High,user_3,user_50,2023-02-23 03:00:00,2023-03-26 03:00:00
ISSUE-1277,Task summary 1277,Detailed description of task 1277,To Do,Medium,user_10,user_26,2023-02-23 04:00:00,2023-03-26 04:00:00
ISSUE-1278,Task summary 1278,Detailed description of task 1278,Done,Low,user_6,user_21,2023-02-23 05:00:00,2023-03-26 05:00:00
ISSUE-1279,Task summary 1279,Detailed description of task 1279,Done,High,user_12,user_49,2023-02-23 06:00:00,2023-03-26 06:00:00
ISSUE-1280,Task summary 1280,Detailed description of task 1280,To Do,High,user_16,user_20,2023-02-23 07:00:00,2023-03-26 07:00:00
ISSUE-1281,Task summary 1281,Detailed description of task 1281,Done,High,user_33,user_40,2023-02-23 08:00:00,2023-03-26 08:00:00
ISSUE-1282,Task summary 1282,Detailed description of task 1282,In Progress,Low,user_12,user_14,2023-02-23 09:00:00,2023-03-26 09:00:00
ISSUE-1283,Task summary 1283,Detailed description of task 1283,In Progress,Critical,user_10,user_26,2023-02-23 10:00:00,2023-03-26 10:00:00
ISSUE-1284,Task summary 1284,Detailed description of task 1284,Done,Medium,user_32,user_21,2023-02-23 11:00:00,2023-03-26 11:00:00
ISSUE-1285,Task summary 1285,Detailed description of task 1285,Done,Medium,user_48,user_30,2023-02-23 12:00:00,2023-03-26 12:00:00
ISSUE-1286,Task summary 1286,Detailed description of task 1286,To Do,Critical,user_41,user_11,2023-02-23 13:00:00,2023-03-26 13:00:00
ISSUE-1287,Task summary 1287,Detailed description of task 1287,Done,Medium,user_9,user_8,2023-02-23 14:00:00,2023-03-26 14:00:00
ISSUE-1288,Task summary 1288,Detailed description of task 1288,In Progress,Critical,user_3,user_20,2023-02-23 15:00:00,2023-03-26 15:00:00
ISSUE-1289,Task summary 1289,Detailed description of task 1289,To Do,Low,user_6,user_29,2023-02-23 16:00:00,2023-03-26 16:00:00
ISSUE-1290,Task summary 1290,Detailed description of task 1290,To Do,Medium,user_19,user_8,2023-02-23 17:00:00,2023-03-26 17:00:00
ISSUE-1291,Task summary 1291,Detailed description of task 1291,Done,Critical,user_34,user_10,2023-02-23 18:00:00,2023-03-26 18:00:00
ISSUE-1292,Task summary 1292,Detailed description of task 1292,In Progress,Medium,user_8,user_32,2023-02-23 19:00:00,2023-03-26 19:00:00
ISSUE-1293,Task summary 1293,Detailed description of task 1293,In Progress,Medium,user_15,user_44,2023-02-23 20:00:00,2023-03-26 20:00:00
ISSUE-1294,Task summary 1294,Detailed description of task 1294,To Do,Critical,user_1,user_22,2023-02-23 21:00:00,2023-03-26 21:00:00
ISSUE-1295,Task summary 1295,Detailed description of task 1295,In Progress,High,user_25,user_48,2023-02-23 22:00:00,2023-03-26 22:00:00
ISSUE-1296,Task summary 1296,Detailed description of task 1296,To Do,High,user_23,user_39,2023-02-23 23:00:00,2023-03-26 23:00:00
ISSUE-1297,Task summary 1297,Detailed description of task 1297,To Do,Critical,user_22,user_40,2023-02-24 00:00:00,2023-03-27 00:00:00
ISSUE-1298,Task summary 1298,Detailed description of task 1298,In Progress,High,user_50,user_13,2023-02-24 01:00:00,2023-03-27 01:00:00
ISSUE-1299,Task summary 1299,Detailed description of task 1299,In Progress,Medium,user_46,user_1,2023-02-24 02:00:00,2023-03-27 02:00:00
ISSUE-1300,Task summary 1300,Detailed description of task 1300,To Do,Low,user_49,user_31,2023-02-24 03:00:00,2023-03-27 03:00:00
ISSUE-1301,Task summary 1301,Detailed description of task 1301,Done,High,user_13,user_4,2023-02-24 04:00:00,2023-03-27 04:00:00
ISSUE-1302,Task summary 1302,Detailed description of task 1302,To Do,Critical,user_7,user_11,2023-02-24 05:00:00,2023-03-27 05:00:00
ISSUE-1303,Task summary 1303,Detailed description of task 1303,To Do,Medium,user_28,user_19,2023-02-24 06:00:00,2023-03-27 06:00:00
ISSUE-1304,Task summary 1304,Detailed description of task 1304,In Progress,Medium,user_9,user_44,2023-02-24 07:00:00,2023-03-27 07:00:00
ISSUE-1305,Task summary 1305,Detailed description of task 1305,To Do,Medium,user_9,user_49,2023-02-24 08:00:00,2023-03-27 08:00:00
ISSUE-1306,Task summary 1306,Detailed description of task 1306,In Progress,Low,user_42,user_17,2023-02-24 09:00:00,2023-03-27 09:00:00
ISSUE-1307,Task summary 1307,Detailed description of task 1307,In Progress,Critical,user_17,user_28,2023-02-24 10:00:00,2023-03-27 10:00:00
ISSUE-1308,Task summary 1308,Detailed description of task 1308,To Do,High,user_11,user_48,2023-02-24 11:00:00,2023-03-27 11:00:00
ISSUE-1309,Task summary 1309,Detailed description of task 1309,Done,High,user_11,user_46,2023-02-24 12:00:00,2023-03-27 12:00:00
